anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
0,23,26.81818182,1,"[30, 30, 32, 28, 30, 15, 23, 20, 21, 23, 18, 27, 20, 35, 25, 25, 27, 36, 21, 30, 35, 25, 32, 28, 35, 26, 23, 30, 25, 26, 26, 26, 32]",33,38,5.174785898
0,18,21.62162162,1,"[23, 18, 29, 32, 17, 26, 21, 20, 19, 22, 20, 17, 16, 28, 28, 26, 16, 19, 26, 24, 15, 25, 23, 13, 15, 26, 28, 15, 21, 23, 20, 23, 18, 23, 23, 18, 24]",37,39,4.62091472
0,22,26.03333333,1,"[32, 19, 31, 26, 29, 23, 27, 28, 34, 15, 30, 26, 24, 26, 26, 35, 26, 18, 28, 20, 27, 28, 20, 34, 18, 28, 32, 29, 21, 21]",30,40,5.22251976
0,24,27.34375,1,"[29, 35, 31, 19, 20, 35, 34, 27, 37, 16, 26, 31, 25, 28, 26, 35, 24, 22, 31, 29, 30, 24, 21, 28, 22, 22, 21, 24, 30, 24, 34, 35]",32,41,5.533530489
0,26,27.93333333,0,"[27, 25, 29, 30, 14, 32, 29, 34, 27, 31, 33, 32, 30, 33, 32, 31, 15, 29, 30, 28, 28, 26, 25, 26, 29, 35, 11, 19, 33, 35]",30,42,6.028285816
0,26,27.65625,1,"[27, 28, 25, 32, 25, 20, 34, 31, 24, 30, 29, 30, 27, 27, 33, 30, 27, 31, 28, 24, 34, 27, 18, 27, 28, 29, 27, 22, 33, 26, 29, 23]",32,43,3.823605586
0,28,31.24137931,1,"[24, 36, 35, 30, 26, 30, 35, 33, 35, 36, 29, 30, 37, 36, 32, 26, 25, 29, 28, 29, 26, 30, 32, 37, 25, 37, 39, 31, 28]",29,44,4.347866245
0,25,27.03225806,1,"[17, 27, 24, 23, 23, 28, 24, 27, 29, 32, 28, 22, 25, 28, 35, 21, 32, 29, 28, 30, 25, 33, 38, 25, 34, 25, 26, 26, 26, 23, 25]",31,45,4.438347072
0,25,28.46666667,1,"[34, 23, 34, 31, 31, 35, 31, 16, 36, 23, 31, 30, 28, 22, 30, 31, 32, 22, 29, 32, 35, 24, 30, 24, 26, 22, 28, 31, 26, 27]",30,46,4.804691194
0,25,29.21212121,1,"[32, 22, 33, 35, 23, 25, 33, 41, 31, 35, 35, 27, 29, 17, 32, 29, 23, 29, 28, 39, 34, 26, 25, 28, 26, 30, 24, 22, 21, 31, 28, 36, 35]",33,47,5.532616785
0,23,24.15625,0,"[27, 18, 31, 27, 18, 27, 26, 23, 24, 32, 27, 28, 24, 10, 27, 21, 29, 17, 24, 19, 27, 26, 27, 27, 27, 23, 28, 20, 23, 14, 27, 25]",32,48,4.879908612
0,22,24.59375,1,"[19, 30, 29, 22, 27, 29, 25, 27, 27, 24, 25, 24, 36, 30, 19, 28, 23, 16, 17, 21, 27, 23, 14, 20, 23, 20, 28, 25, 26, 22, 28, 33]",32,49,4.891463103
0,25,27.44827586,1,"[28, 37, 25, 31, 30, 25, 30, 24, 28, 21, 27, 30, 29, 27, 29, 32, 27, 25, 27, 30, 28, 21, 31, 29, 25, 23, 28, 30, 19]",29,50,3.728138246
0,23,26.19354839,1,"[32, 29, 28, 26, 25, 26, 26, 23, 23, 35, 28, 20, 26, 24, 27, 24, 25, 23, 23, 32, 31, 31, 20, 22, 26, 29, 23, 20, 32, 27, 26]",31,51,3.850708635
0,25,27,1,"[29, 31, 34, 26, 32, 21, 22, 22, 25, 25, 27, 20, 27, 25, 25, 24, 35, 28, 28, 32, 21, 24, 34, 26, 27, 27, 27, 30, 21, 32, 27, 28, 29]",33,52,4.015594601
0,24,26.78787879,1,"[33, 32, 35, 24, 29, 21, 28, 21, 24, 24, 23, 24, 22, 23, 24, 26, 24, 36, 26, 29, 34, 20, 25, 33, 26, 28, 25, 22, 33, 29, 19, 28, 34]",33,53,4.748404836
0,23,25.05405405,1,"[31, 26, 33, 30, 27, 26, 23, 28, 23, 26, 25, 25, 24, 23, 34, 31, 24, 19, 26, 14, 24, 30, 33, 19, 21, 23, 15, 23, 26, 27, 22, 31, 19, 21, 32, 13, 30]",37,54,5.270177869
0,28,30.19354839,1,"[27, 32, 37, 22, 30, 28, 31, 29, 30, 37, 33, 33, 30, 27, 27, 33, 32, 31, 26, 23, 29, 26, 32, 32, 34, 24, 32, 33, 32, 31, 33]",31,55,3.646179323
0,28,30.40625,1,"[31, 30, 31, 32, 24, 34, 35, 35, 35, 28, 30, 28, 32, 31, 28, 34, 28, 26, 30, 27, 32, 36, 32, 29, 31, 25, 27, 32, 30, 26, 28, 36]",32,56,3.261301689
0,28,30.2,1,"[24, 20, 34, 38, 26, 31, 29, 34, 28, 33, 37, 37, 32, 37, 36, 30, 23, 28, 28, 23, 36, 32, 31, 28, 29, 31, 15, 27, 34, 35]",30,57,5.498589161
0,29,31.38709677,1,"[41, 22, 18, 31, 35, 30, 37, 41, 34, 37, 37, 31, 31, 34, 34, 36, 29, 25, 21, 33, 32, 32, 32, 26, 35, 28, 29, 39, 28, 23, 32]",31,58,5.660844574
0,29,32.55172414,1,"[28, 35, 33, 29, 30, 30, 37, 35, 28, 39, 38, 29, 36, 37, 29, 33, 28, 28, 37, 32, 38, 30, 34, 33, 28, 37, 32, 28, 33]",29,59,3.728138246
0,25,28.96774194,1,"[23, 27, 28, 30, 34, 33, 33, 39, 35, 26, 28, 24, 33, 31, 25, 24, 19, 31, 25, 21, 34, 28, 20, 30, 25, 36, 31, 33, 31, 32, 29]",31,60,4.902270705
0,30,32.10344828,1,"[33, 37, 37, 32, 30, 40, 34, 28, 36, 30, 33, 32, 30, 34, 34, 30, 31, 26, 28, 33, 39, 34, 31, 27, 34, 30, 33, 27, 28]",29,61,3.579154206
0,25,29.09090909,1,"[33, 16, 36, 23, 26, 25, 36, 25, 31, 38, 37, 29, 29, 13, 34, 26, 30, 31, 32, 31, 34, 27, 23, 23, 28, 38, 30, 30, 22, 34, 17, 40, 33]",33,62,6.51135372
0,25,27.75757576,1,"[26, 24, 30, 19, 21, 23, 31, 34, 37, 32, 20, 20, 29, 25, 30, 28, 30, 27, 25, 31, 25, 27, 32, 31, 32, 34, 29, 33, 22, 25, 34, 26, 24]",33,63,4.670588179
0,24,26.39393939,1,"[23, 27, 28, 31, 28, 28, 24, 21, 19, 25, 26, 27, 30, 34, 29, 30, 28, 27, 17, 15, 26, 35, 28, 30, 26, 25, 19, 36, 22, 28, 21, 25, 33]",33,64,4.936720786
0,27,30.1,1,"[34, 37, 30, 29, 29, 29, 33, 23, 25, 29, 29, 39, 29, 29, 29, 34, 29, 29, 33, 27, 36, 27, 27, 35, 27, 31, 27, 27, 33, 28]",30,65,3.679861317
0,28,30.61290323,1,"[33, 33, 34, 28, 28, 34, 29, 29, 28, 37, 27, 31, 29, 30, 25, 31, 38, 28, 35, 37, 30, 34, 30, 28, 32, 29, 29, 28, 31, 25, 29]",31,66,3.353380576
0,25,28.57575758,1,"[26, 33, 33, 18, 32, 21, 27, 28, 34, 24, 30, 24, 35, 23, 28, 31, 35, 22, 31, 31, 29, 33, 36, 31, 28, 28, 27, 25, 24, 33, 23, 29, 31]",33,67,4.514077308
0,30,33.39393939,1,"[30, 38, 38, 35, 38, 33, 29, 26, 21, 34, 36, 32, 33, 33, 33, 28, 31, 40, 27, 34, 37, 34, 42, 36, 41, 37, 35, 40, 28, 31, 24, 29, 39]",33,68,5.061740029
0,26,29.48648649,1,"[29, 28, 37, 34, 24, 38, 26, 30, 18, 28, 25, 29, 25, 34, 38, 34, 23, 35, 26, 30, 31, 34, 32, 28, 29, 30, 25, 25, 22, 30, 27, 39, 24, 30, 36, 28, 30]",37,69,4.908165654
0,31,33.26666667,1,"[32, 33, 37, 33, 33, 35, 34, 38, 32, 31, 38, 32, 28, 31, 40, 34, 31, 33, 27, 31, 32, 31, 28, 35, 28, 36, 38, 38, 34, 35]",30,70,3.331493745
0,29,31.34375,0,"[35, 32, 30, 19, 15, 38, 36, 35, 40, 20, 37, 35, 29, 37, 28, 33, 30, 31, 33, 33, 36, 37, 25, 30, 33, 29, 22, 34, 38, 25, 35, 33]",32,71,6.014012535
0,29,32.93333333,1,"[33, 31, 37, 40, 28, 35, 34, 38, 28, 35, 40, 38, 29, 37, 37, 27, 21, 37, 28, 29, 34, 26, 27, 32, 33, 38, 39, 30, 36, 31]",30,72,4.848983778
0,28,30.28125,1,"[31, 35, 26, 36, 25, 34, 34, 37, 28, 29, 36, 23, 25, 37, 32, 35, 36, 34, 24, 28, 31, 31, 25, 30, 34, 31, 31, 22, 30, 29, 33, 17]",32,73,4.933325614
0,27,28.35714286,1,"[25, 28, 28, 23, 31, 29, 30, 28, 30, 23, 29, 31, 29, 32, 25, 27, 26, 25, 32, 32, 31, 28, 25, 34, 30, 28, 28, 27]",28,74,2.818119753
0,27,30.63333333,1,"[24, 22, 26, 27, 34, 36, 30, 35, 32, 27, 36, 36, 29, 40, 27, 31, 28, 30, 34, 33, 35, 22, 25, 35, 33, 32, 32, 26, 34, 28]",30,75,4.574919131
0,31,33.43333333,1,"[37, 40, 42, 32, 41, 33, 35, 34, 41, 29, 30, 37, 29, 33, 41, 30, 36, 21, 28, 33, 36, 34, 33, 32, 35, 27, 34, 33, 36, 21]",30,76,5.210621337
0,27,30.27272727,1,"[35, 24, 33, 36, 19, 35, 31, 26, 29, 34, 33, 30, 22, 29, 35, 28, 34, 35, 35, 37, 34, 17, 26, 23, 27, 35, 37, 27, 26, 30, 30, 35, 32]",33,77,5.269444511
0,23,26.09375,1,"[20, 20, 28, 25, 23, 23, 25, 30, 25, 29, 34, 32, 24, 17, 26, 23, 34, 23, 27, 33, 21, 28, 22, 33, 23, 27, 34, 26, 26, 27, 22, 25]",32,78,4.489122157
0,28,30.36363636,1,"[28, 36, 37, 29, 36, 34, 30, 27, 29, 33, 34, 30, 37, 36, 32, 29, 25, 31, 18, 30, 27, 31, 31, 33, 27, 28, 23, 38, 28, 27, 22, 29, 37]",33,79,4.695863751
0,25,27.26666667,1,"[26, 32, 22, 33, 27, 26, 30, 25, 27, 18, 31, 31, 27, 30, 32, 30, 34, 19, 26, 34, 29, 23, 21, 29, 28, 27, 25, 25, 28, 23]",30,80,4.168298531
0,24,25.74193548,1,"[23, 31, 25, 28, 26, 27, 23, 24, 24, 28, 20, 24, 26, 25, 23, 26, 28, 29, 26, 27, 29, 28, 23, 25, 26, 25, 26, 24, 34, 21, 24]",31,81,2.851522891
0,25,26.75757576,1,"[28, 31, 32, 27, 19, 27, 23, 25, 18, 25, 28, 22, 26, 27, 23, 28, 27, 23, 27, 29, 26, 28, 37, 28, 26, 31, 29, 27, 25, 28, 30, 26, 27]",33,82,3.588438928
0,27,30.12121212,1,"[30, 31, 36, 35, 32, 20, 26, 24, 28, 19, 33, 31, 31, 33, 33, 30, 20, 25, 21, 31, 31, 27, 39, 36, 36, 30, 32, 38, 36, 30, 28, 27, 35]",33,83,5.254507445
0,27,28.86486486,1,"[27, 30, 35, 33, 29, 29, 31, 30, 28, 28, 28, 28, 29, 29, 36, 34, 23, 32, 30, 26, 26, 34, 32, 24, 30, 28, 29, 23, 22, 36, 31, 26, 26, 28, 29, 18, 31]",37,84,3.89559696
0,30,31.03225806,0,"[28, 22, 37, 30, 32, 31, 31, 37, 33, 31, 31, 32, 28, 29, 31, 32, 18, 30, 33, 35, 25, 29, 39, 33, 30, 22, 34, 36, 35, 34, 34]",31,85,4.586093988
0,30,33.46875,1,"[35, 34, 35, 28, 28, 39, 41, 37, 44, 26, 38, 34, 33, 40, 33, 35, 31, 28, 37, 30, 38, 28, 34, 41, 36, 31, 29, 18, 38, 18, 35, 39]",32,86,6.03743363
0,31,33.03333333,1,"[31, 34, 32, 36, 31, 37, 37, 33, 33, 30, 38, 39, 32, 38, 28, 37, 20, 33, 34, 34, 41, 27, 25, 32, 31, 34, 31, 30, 42, 31]",30,87,4.649681734
0,28,30.46875,1,"[31, 21, 28, 23, 38, 31, 36, 40, 34, 34, 34, 31, 33, 31, 14, 36, 36, 34, 24, 34, 34, 34, 30, 18, 34, 34, 30, 22, 34, 28, 31, 23]",32,88,6.026738138
0,31,33.31034483,1,"[31, 37, 26, 31, 32, 32, 32, 30, 40, 37, 30, 29, 33, 40, 34, 36, 32, 35, 26, 43, 29, 35, 34, 39, 31, 34, 35, 33, 30]",29,89,4.054128833
0,36,36.63333333,0,"[27, 27, 38, 38, 35, 38, 37, 41, 32, 34, 42, 37, 37, 38, 38, 42, 37, 37, 41, 38, 40, 30, 26, 41, 39, 39, 39, 37, 38, 36]",30,90,4.278924561
0,25,28.6,1,"[31, 26, 37, 26, 37, 32, 31, 29, 37, 23, 31, 25, 19, 18, 29, 25, 28, 22, 28, 34, 34, 28, 34, 25, 30, 25, 25, 33, 28, 28]",30,91,4.945217125
0,27,30.66666667,1,"[32, 22, 32, 38, 32, 29, 40, 38, 25, 37, 38, 29, 28, 32, 20, 33, 36, 27, 37, 41, 32, 24, 28, 27, 23, 32, 35, 33, 27, 28, 13, 34, 30]",33,92,6.172857253
0,23,26.18181818,1,"[28, 28, 36, 23, 23, 20, 26, 29, 27, 31, 20, 34, 25, 26, 22, 31, 31, 30, 28, 22, 23, 17, 23, 23, 35, 28, 19, 29, 23, 25, 26, 28, 25]",33,93,4.558334026
0,23,25.625,1,"[26, 27, 31, 25, 27, 23, 24, 25, 26, 23, 26, 27, 29, 32, 27, 20, 26, 25, 18, 23, 27, 30, 23, 24, 22, 24, 23, 35, 25, 27, 22, 28]",32,94,3.433703916
0,27,29.96666667,1,"[33, 39, 32, 30, 25, 29, 32, 29, 25, 25, 33, 31, 28, 29, 29, 32, 34, 28, 35, 31, 34, 27, 25, 34, 23, 38, 32, 24, 34, 19]",30,95,4.537075872
0,21,23.77419355,1,"[21, 21, 30, 26, 24, 19, 21, 22, 22, 31, 30, 18, 20, 18, 15, 26, 28, 25, 29, 32, 27, 28, 19, 25, 25, 30, 21, 23, 15, 24, 22]",31,96,4.638316343
0,22,23.90909091,0,"[23, 28, 26, 27, 17, 22, 25, 24, 9, 24, 29, 24, 33, 23, 22, 27, 33, 14, 31, 27, 27, 27, 27, 27, 18, 30, 28, 7, 18, 26, 23, 20, 23]",33,97,5.96533547
0,21,24.78787879,1,"[21, 28, 22, 20, 33, 20, 24, 19, 21, 23, 25, 22, 22, 29, 26, 24, 20, 35, 19, 28, 29, 23, 31, 25, 31, 28, 21, 27, 23, 25, 20, 23, 31]",33,98,4.328377119
0,25,28.05405405,1,"[27, 25, 32, 27, 27, 34, 24, 28, 21, 30, 29, 23, 24, 29, 35, 33, 24, 31, 20, 31, 30, 35, 30, 27, 34, 36, 32, 14, 25, 34, 25, 32, 23, 28, 27, 21, 31]",37,99,4.921302594
0,27,28.51612903,1,"[32, 30, 34, 20, 33, 25, 20, 27, 30, 29, 30, 33, 29, 32, 23, 31, 30, 18, 20, 31, 23, 28, 33, 29, 33, 26, 27, 34, 31, 34, 29]",31,100,4.603411545
0,30,33.03125,1,"[37, 32, 25, 39, 34, 34, 38, 35, 43, 30, 30, 38, 28, 31, 35, 38, 29, 30, 41, 30, 36, 41, 30, 41, 37, 31, 25, 23, 35, 27, 29, 25]",32,101,5.379077598
0,31,34.33333333,1,"[34, 33, 37, 37, 34, 41, 38, 37, 31, 33, 40, 39, 37, 38, 39, 35, 28, 31, 33, 28, 36, 28, 32, 31, 31, 36, 35, 24, 39, 35]",30,102,4.096536244
0,31,32.77419355,1,"[29, 29, 34, 33, 34, 34, 37, 35, 32, 36, 34, 34, 32, 34, 37, 35, 34, 25, 31, 33, 32, 28, 31, 36, 36, 39, 24, 36, 30, 32, 30]",31,103,3.412815821
0,30,32.14285714,1,"[26, 37, 29, 30, 30, 35, 35, 21, 40, 36, 34, 32, 31, 37, 32, 36, 32, 27, 25, 32, 35, 27, 38, 32, 31, 39, 30, 31]",28,104,4.478047572
0,31,32.77419355,1,"[37, 20, 30, 33, 35, 38, 35, 33, 32, 22, 28, 33, 32, 33, 41, 23, 33, 23, 32, 44, 31, 40, 29, 21, 42, 36, 36, 37, 38, 34, 35]",31,105,6.10305758
0,28,29.9,1,"[29, 36, 37, 30, 35, 27, 34, 19, 33, 31, 25, 29, 28, 27, 29, 28, 35, 18, 27, 30, 34, 32, 35, 28, 31, 24, 31, 30, 32, 33]",30,106,4.50555213
0,30,31.60606061,1,"[30, 33, 30, 28, 31, 30, 31, 39, 26, 37, 33, 32, 30, 33, 36, 33, 34, 34, 24, 35, 34, 33, 27, 29, 32, 37, 34, 30, 21, 32, 28, 37, 30]",33,107,3.864416142
0,26,28.51515152,1,"[27, 13, 35, 25, 20, 28, 28, 36, 30, 29, 26, 14, 35, 26, 31, 32, 35, 36, 20, 31, 34, 32, 32, 28, 33, 29, 29, 37, 22, 29, 28, 28, 23]",33,108,5.890252606
0,26,29,1,"[30, 35, 33, 31, 29, 31, 22, 29, 29, 32, 36, 29, 30, 34, 26, 31, 31, 29, 19, 18, 23, 37, 33, 33, 31, 29, 24, 36, 23, 27, 22, 21, 34]",33,109,5.062114183
0,26,28.24137931,1,"[32, 33, 26, 28, 27, 26, 34, 31, 28, 25, 32, 23, 19, 27, 32, 36, 31, 30, 31, 31, 29, 18, 34, 21, 28, 25, 28, 27, 27]",29,110,4.364263744
0,23,26.51612903,1,"[27, 33, 28, 28, 21, 28, 25, 25, 23, 28, 28, 30, 24, 23, 17, 29, 37, 29, 24, 38, 25, 29, 22, 28, 24, 32, 20, 22, 32, 20, 23]",31,111,4.822661559
0,24,26.96969697,1,"[22, 31, 29, 31, 31, 27, 21, 24, 24, 26, 27, 26, 32, 26, 18, 24, 30, 24, 27, 30, 23, 20, 33, 34, 28, 30, 30, 29, 20, 32, 26, 26, 29]",33,112,4.065747536
0,30,32.03125,1,"[27, 34, 37, 32, 32, 31, 31, 29, 31, 30, 28, 27, 26, 34, 36, 30, 29, 26, 30, 32, 31, 33, 36, 38, 36, 34, 32, 39, 33, 34, 30, 37]",32,113,3.487159626
0,22,24.51351351,1,"[23, 24, 29, 20, 26, 24, 23, 34, 18, 34, 18, 22, 22, 22, 34, 35, 27, 27, 26, 17, 28, 27, 31, 16, 24, 25, 14, 24, 24, 20, 27, 27, 25, 27, 20, 14, 29]",37,114,5.367710155
0,26,28.25806452,1,"[24, 27, 16, 25, 31, 24, 25, 32, 35, 26, 32, 30, 29, 32, 25, 33, 24, 28, 26, 34, 26, 23, 30, 27, 34, 27, 26, 30, 34, 28, 33]",31,115,4.234522735
0,29,31.0625,1,"[42, 30, 34, 34, 23, 34, 36, 33, 37, 27, 30, 35, 27, 32, 32, 36, 29, 25, 37, 31, 38, 32, 32, 27, 28, 22, 29, 30, 31, 19, 32, 30]",32,116,4.87877232
0,29,31.63333333,1,"[31, 27, 28, 33, 32, 33, 34, 36, 33, 30, 36, 33, 33, 38, 28, 34, 34, 33, 32, 30, 29, 26, 29, 27, 28, 34, 34, 27, 30, 37]",30,117,3.242852441
