anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation
33,35,37.55882353,1,"[35, 37, 36, 35, 38, 38, 38, 35, 41, 36, 40, 39, 37, 35, 37, 35, 38, 37, 37, 35, 42, 37, 42, 35, 41, 38, 38, 38, 39, 41, 41, 35, 36, 35]",34,17,2.245415214
30,33,34.60606061,1,"[34, 36, 35, 33, 40, 33, 32, 34, 32, 36, 34, 34, 34, 36, 34, 33, 35, 34, 38, 36, 35, 32, 36, 33, 32, 37, 32, 34, 36, 39, 38, 33, 32]",33,18,2.135114077
29,32,34.05882353,1,"[35, 31, 34, 32, 31, 31, 35, 31, 31, 32, 31, 38, 34, 37, 40, 35, 33, 39, 33, 32, 36, 31, 34, 31, 35, 33, 39, 34, 36, 34, 36, 37, 34, 33]",34,19,2.60467152
37,40,42.39393939,1,"[43, 39, 39, 47, 45, 46, 39, 43, 41, 42, 39, 41, 43, 39, 46, 44, 42, 41, 45, 42, 42, 45, 46, 44, 41, 47, 39, 40, 42, 44, 40, 39, 44]",33,20,2.585287628
38,40,42.76470588,1,"[43, 43, 44, 47, 43, 43, 44, 40, 43, 40, 40, 40, 42, 45, 40, 43, 43, 43, 46, 47, 45, 43, 43, 40, 40, 40, 40, 40, 43, 47, 45, 42, 45, 42]",34,21,2.243628332
30,33,35,1,"[36, 32, 37, 34, 40, 34, 36, 32, 36, 34, 38, 33, 38, 33, 33, 36, 34, 34, 36, 36, 32, 33, 33, 36, 33, 36, 34, 38, 34, 35, 34, 33, 38, 39]",34,22,2.14617348
29,32,33.29411765,1,"[38, 32, 33, 34, 33, 31, 35, 31, 32, 32, 31, 34, 34, 32, 31, 34, 36, 33, 34, 31, 31, 33, 31, 31, 33, 35, 33, 38, 33, 35, 35, 33, 34, 36]",34,23,1.931076192
30,33,35.09375,1,"[34, 33, 35, 39, 35, 36, 35, 33, 37, 32, 34, 34, 36, 33, 37, 34, 36, 37, 40, 33, 36, 32, 35, 36, 36, 36, 32, 32, 33, 41, 35, 36]",32,24,2.248431353
33,35,37.1875,1,"[39, 35, 38, 41, 35, 39, 37, 39, 35, 38, 36, 38, 35, 40, 38, 36, 40, 37, 35, 36, 35, 35, 35, 38, 35, 38, 38, 37, 38, 38, 40, 36]",32,25,1.821688334
33,36,37.38888889,0,"[37, 36, 38, 44, 38, 35, 36, 38, 36, 38, 35, 38, 35, 38, 41, 35, 37, 38, 35, 37, 39, 37, 36, 35, 38, 36, 38, 38, 35, 36, 38, 44, 40, 38, 35, 38]",36,26,2.220396075
32,36,36.72222222,1,"[38, 37, 34, 37, 38, 38, 38, 38, 34, 34, 38, 38, 37, 36, 38, 37, 38, 36, 38, 37, 35, 36, 37, 35, 37, 36, 34, 36, 35, 38, 37, 35, 39, 39, 37, 37]",36,27,1.446396727
31,34,35.77777778,1,"[36, 33, 39, 34, 35, 40, 39, 37, 38, 35, 37, 38, 38, 34, 38, 35, 36, 36, 40, 34, 34, 35, 38, 34, 34, 34, 36, 35, 33, 38, 33, 33, 34, 36, 33, 36]",36,28,2.112697816
34,38,38.5,1,"[38, 39, 39, 36, 39, 36, 37, 41, 36, 39, 38, 36, 39, 39, 37, 38, 40, 39, 36, 39, 39, 38, 38, 38, 38, 36, 42, 38, 40, 40, 41, 41, 37, 40, 39, 40]",36,29,1.61245155
35,37,38.46875,1,"[36, 38, 42, 38, 36, 39, 42, 43, 39, 36, 40, 38, 38, 38, 36, 39, 37, 36, 38, 36, 38, 39, 40, 42, 39, 38, 40, 36, 39, 36, 40, 39]",32,30,1.983551312
32,34,35.77142857,1,"[37, 37, 38, 34, 35, 37, 34, 34, 36, 34, 36, 36, 38, 34, 36, 34, 37, 34, 36, 36, 37, 34, 35, 37, 35, 36, 36, 40, 40, 34, 37, 35, 34, 34, 35]",35,31,1.66425596
32,35,36.28125,1,"[36, 37, 35, 37, 38, 36, 37, 35, 39, 39, 34, 37, 36, 34, 37, 38, 34, 38, 34, 38, 34, 34, 37, 37, 36, 37, 37, 37, 35, 37, 35, 36]",32,32,1.507708687
26,29,30.63636364,1,"[29, 32, 36, 29, 34, 31, 28, 32, 30, 31, 31, 29, 31, 30, 30, 28, 29, 30, 33, 33, 30, 30, 30, 31, 30, 30, 31, 28, 32, 32, 34, 29, 28]",33,33,1.900956697
26,29,31.09090909,1,"[28, 31, 34, 30, 30, 28, 33, 30, 28, 32, 32, 34, 34, 31, 38, 33, 28, 37, 30, 32, 32, 28, 30, 29, 31, 31, 32, 28, 28, 31, 32, 32, 29]",33,34,2.516987738
25,30,31.93939394,1,"[31, 30, 32, 32, 34, 38, 31, 30, 30, 30, 27, 30, 30, 31, 33, 31, 29, 30, 33, 33, 33, 39, 37, 30, 30, 33, 34, 30, 34, 35, 30, 33, 31]",33,35,2.621299701
28,31,32.88235294,1,"[30, 33, 34, 34, 33, 31, 32, 30, 31, 30, 30, 30, 37, 34, 32, 34, 33, 35, 33, 36, 37, 32, 33, 30, 30, 33, 34, 33, 32, 38, 33, 32, 32, 37]",34,36,2.253141993
23,28,29.78787879,1,"[30, 27, 30, 31, 32, 28, 31, 27, 30, 29, 26, 33, 31, 30, 27, 28, 30, 31, 32, 28, 30, 29, 29, 31, 28, 32, 27, 32, 29, 28, 31, 31, 35]",33,37,2.027276124
28,32,32.64705882,1,"[36, 32, 35, 34, 32, 33, 35, 30, 33, 32, 33, 33, 36, 33, 31, 33, 33, 32, 32, 34, 32, 31, 31, 32, 30, 33, 30, 35, 32, 36, 31, 32, 30, 33]",34,38,1.721210866
24,29,29.71875,1,"[29, 26, 34, 33, 31, 33, 29, 30, 30, 27, 31, 29, 26, 31, 26, 30, 31, 30, 30, 27, 26, 29, 29, 31, 33, 30, 27, 30, 29, 30, 30, 34]",32,39,2.260950057
25,29,30.90625,1,"[31, 27, 33, 34, 30, 30, 30, 35, 33, 29, 34, 30, 31, 32, 32, 27, 33, 30, 27, 30, 29, 27, 33, 27, 29, 34, 34, 31, 30, 33, 35, 29]",32,40,2.493337897
29,32,33.72222222,1,"[35, 35, 34, 35, 31, 32, 35, 32, 34, 36, 33, 32, 35, 35, 34, 33, 34, 34, 35, 36, 33, 34, 35, 31, 35, 31, 35, 31, 31, 32, 34, 36, 35, 35, 32, 34]",36,41,1.596623421
32,35,35.83333333,1,"[37, 36, 34, 36, 37, 38, 36, 37, 34, 35, 37, 39, 37, 37, 34, 34, 36, 36, 36, 36, 36, 38, 34, 34, 35, 35, 34, 35, 36, 37, 36, 36, 36, 34, 38, 34]",36,42,1.383577144
31,33,35,1,"[33, 36, 35, 33, 34, 37, 35, 36, 34, 34, 37, 34, 35, 34, 37, 36, 33, 37, 33, 33, 38, 34, 38, 36, 33, 35, 34, 38, 33, 33, 33, 37, 33, 38, 33, 38]",36,43,1.8516402
32,36,36.71428571,1,"[37, 36, 35, 35, 35, 38, 36, 37, 38, 35, 37, 34, 39, 34, 37, 38, 37, 37, 35, 40, 36, 40, 34, 38, 36, 39, 36, 37, 36, 37, 38, 34, 39, 38, 37]",35,44,1.672817781
30,36,37.09375,1,"[38, 37, 42, 34, 32, 37, 34, 42, 36, 35, 37, 38, 36, 34, 34, 39, 36, 38, 36, 36, 40, 40, 38, 41, 41, 32, 39, 36, 40, 33, 38, 38]",32,45,2.751649066
28,31,32.94285714,1,"[34, 33, 34, 30, 35, 33, 32, 30, 33, 31, 32, 39, 33, 35, 33, 30, 34, 30, 37, 32, 36, 30, 36, 32, 31, 33, 33, 37, 32, 30, 36, 34, 30, 33, 30]",35,46,2.37564675
28,32,33.67647059,1,"[33, 38, 30, 32, 35, 34, 36, 33, 39, 35, 33, 33, 34, 31, 35, 33, 32, 31, 40, 30, 38, 33, 34, 30, 37, 30, 36, 30, 33, 34, 36, 32, 34, 31]",34,47,2.693657964
25,28,29.87878788,1,"[30, 28, 30, 28, 35, 30, 27, 28, 33, 30, 27, 28, 30, 30, 29, 32, 27, 33, 33, 30, 29, 29, 31, 27, 27, 31, 27, 29, 32, 32, 37, 29, 28]",33,48,2.459135719
25,28,30.48484848,1,"[28, 37, 27, 27, 28, 27, 30, 33, 29, 37, 33, 33, 32, 33, 32, 30, 37, 27, 29, 29, 28, 28, 29, 31, 34, 31, 29, 34, 27, 30, 33, 27, 27]",33,49,3.113691661
29,32,33.57575758,1,"[38, 31, 32, 31, 36, 37, 31, 33, 32, 31, 32, 32, 34, 35, 34, 36, 34, 31, 35, 37, 34, 34, 38, 34, 34, 33, 31, 31, 34, 36, 31, 33, 33]",33,50,2.165500852
27,30,31.55882353,1,"[29, 31, 30, 32, 29, 33, 33, 31, 32, 30, 29, 29, 32, 35, 29, 34, 33, 34, 32, 33, 33, 33, 32, 29, 30, 31, 30, 33, 30, 34, 33, 32, 31, 32]",34,51,1.74410134
28,30,32.05882353,1,"[32, 30, 33, 36, 33, 32, 30, 31, 30, 30, 30, 35, 32, 31, 33, 31, 30, 31, 32, 33, 30, 31, 33, 34, 30, 35, 30, 37, 31, 31, 33, 33, 33, 34]",34,52,1.890024474
28,30,32.48484848,1,"[30, 30, 33, 30, 31, 39, 32, 30, 34, 31, 30, 36, 32, 32, 33, 30, 34, 33, 31, 33, 30, 31, 30, 33, 32, 36, 30, 38, 34, 33, 32, 33, 36]",33,53,2.399494896
30,33,35.09375,0,"[33, 41, 35, 35, 35, 36, 33, 34, 38, 33, 34, 34, 37, 35, 32, 35, 36, 36, 35, 36, 36, 33, 36, 33, 35, 33, 32, 36, 32, 35, 38, 41]",32,54,2.234038366
30,33,34.12903226,1,"[34, 36, 36, 32, 33, 32, 37, 34, 32, 35, 33, 33, 34, 35, 34, 36, 35, 32, 34, 35, 35, 32, 34, 34, 33, 35, 33, 34, 36, 37, 33]",31,55,1.477428746
33,35,36.52777778,1,"[36, 37, 35, 40, 38, 35, 35, 36, 39, 38, 36, 38, 36, 38, 36, 36, 35, 37, 35, 35, 38, 35, 36, 35, 36, 38, 36, 36, 35, 36, 37, 38, 35, 38, 36, 39]",36,56,1.403793048
33,37,37.52777778,1,"[39, 39, 35, 39, 37, 40, 37, 38, 37, 37, 35, 41, 38, 38, 36, 37, 37, 38, 38, 36, 38, 38, 36, 36, 38, 37, 35, 38, 37, 40, 36, 38, 39, 41, 37, 35]",36,57,1.576363104
33,37,38.02777778,1,"[38, 37, 41, 37, 37, 41, 38, 39, 38, 38, 41, 38, 37, 38, 39, 38, 35, 35, 35, 39, 38, 35, 42, 36, 38, 37, 39, 35, 38, 42, 36, 39, 38, 40, 38, 39]",36,58,1.904672617
35,38,39.27777778,1,"[37, 39, 38, 39, 40, 38, 40, 38, 38, 40, 41, 37, 37, 41, 37, 42, 40, 41, 38, 39, 40, 42, 39, 39, 39, 37, 42, 39, 41, 39, 40, 39, 40, 40, 41, 37]",36,59,1.52336303
30,34,36,1,"[33, 33, 41, 36, 32, 37, 39, 37, 36, 35, 37, 34, 36, 33, 37, 38, 35, 39, 38, 36, 35, 36, 41, 36, 33, 32, 38, 38, 32, 33, 39, 37]",32,60,2.527270618
34,36,37.85714286,1,"[40, 39, 41, 37, 38, 37, 38, 36, 39, 36, 39, 40, 37, 39, 36, 36, 36, 36, 38, 40, 38, 36, 38, 39, 37, 39, 37, 40, 39, 36, 38, 39, 36, 36, 39]",35,61,1.517406013
30,35,35.88235294,1,"[35, 37, 35, 35, 36, 36, 34, 40, 39, 35, 36, 33, 36, 34, 35, 40, 35, 35, 36, 32, 38, 37, 40, 34, 35, 37, 33, 39, 35, 36, 37, 36, 37, 32]",34,62,2.099995756
29,32,34.03030303,1,"[31, 35, 35, 31, 35, 31, 32, 33, 35, 38, 32, 35, 31, 35, 37, 36, 36, 36, 33, 39, 32, 34, 34, 32, 31, 35, 33, 31, 34, 36, 39, 35, 31]",33,63,2.378088104
27,30,32.44117647,1,"[36, 33, 36, 29, 29, 29, 32, 31, 30, 30, 40, 35, 31, 33, 36, 33, 29, 39, 31, 32, 32, 31, 29, 31, 32, 33, 36, 29, 32, 33, 35, 32, 34, 30]",34,64,2.851806195
32,35,36.1875,1,"[38, 34, 35, 36, 37, 35, 38, 34, 37, 34, 36, 37, 37, 35, 39, 34, 34, 37, 38, 38, 35, 37, 36, 39, 40, 34, 34, 37, 36, 34, 36, 37]",32,65,1.730886404
33,35,37.41176471,1,"[37, 36, 36, 41, 35, 35, 38, 37, 38, 37, 35, 35, 35, 40, 37, 39, 37, 43, 38, 38, 35, 35, 38, 35, 35, 35, 37, 35, 40, 44, 40, 38, 35, 43]",34,66,2.571612477
30,34,35.17647059,1,"[33, 34, 37, 36, 37, 33, 33, 32, 33, 34, 36, 36, 36, 35, 33, 36, 34, 36, 38, 35, 38, 36, 34, 36, 34, 35, 34, 38, 34, 37, 33, 36, 38, 36]",34,67,1.713946151
35,38,39.23529412,1,"[42, 38, 43, 41, 39, 37, 38, 37, 38, 37, 39, 43, 38, 39, 38, 37, 42, 41, 39, 38, 37, 38, 39, 37, 38, 42, 38, 42, 39, 42, 38, 39, 38, 43]",34,68,2.015978949
32,35,36.625,1,"[35, 37, 37, 37, 40, 37, 38, 37, 39, 35, 36, 36, 35, 34, 34, 38, 40, 34, 40, 35, 36, 34, 37, 35, 40, 37, 36, 38, 34, 36, 38, 37]",32,69,1.87943025
36,38,39.28125,1,"[39, 40, 40, 42, 38, 38, 39, 40, 38, 38, 42, 38, 38, 41, 41, 38, 43, 40, 38, 38, 38, 38, 38, 38, 39, 40, 39, 38, 40, 39, 42, 39]",32,70,1.486159263
34,37,38.38888889,1,"[40, 36, 39, 43, 37, 36, 38, 38, 38, 39, 37, 39, 40, 38, 41, 40, 36, 39, 39, 40, 37, 38, 37, 36, 36, 39, 40, 37, 36, 36, 39, 42, 40, 40, 36, 40]",36,71,1.855921454
35,38,39.52777778,1,"[40, 41, 37, 39, 41, 43, 40, 40, 37, 39, 38, 40, 38, 43, 39, 37, 41, 37, 41, 41, 41, 41, 41, 37, 39, 37, 38, 39, 37, 45, 40, 38, 39, 41, 39, 39]",36,72,1.93444139
32,36,36.94444444,1,"[37, 34, 39, 35, 34, 39, 42, 36, 37, 38, 36, 38, 37, 36, 38, 39, 40, 38, 36, 37, 40, 37, 40, 36, 35, 38, 38, 36, 35, 35, 35, 36, 35, 36, 36, 36]",36,73,1.866156393
30,33,34.47222222,0,"[34, 36, 32, 33, 33, 32, 33, 36, 33, 35, 40, 35, 33, 37, 33, 36, 37, 35, 35, 32, 36, 35, 33, 35, 33, 32, 40, 34, 34, 35, 34, 35, 32, 37, 34, 32]",36,74,2.049196513
32,34,35.64516129,1,"[34, 34, 40, 35, 35, 38, 35, 37, 36, 33, 33, 33, 34, 36, 37, 38, 37, 34, 36, 33, 34, 37, 40, 38, 33, 36, 35, 37, 35, 37, 35]",31,75,1.975658322
35,38,39.88571429,1,"[43, 39, 42, 37, 38, 40, 37, 37, 40, 38, 47, 40, 40, 38, 40, 37, 42, 37, 43, 45, 39, 37, 42, 39, 39, 38, 42, 42, 41, 37, 41, 42, 40, 38, 39]",35,76,2.458735071
32,35,35.93939394,1,"[34, 37, 37, 35, 34, 38, 37, 39, 37, 34, 35, 36, 36, 35, 36, 38, 35, 37, 34, 38, 34, 36, 37, 34, 35, 36, 34, 37, 38, 37, 34, 37, 35]",33,77,1.498736842
28,32,33.39393939,1,"[32, 33, 35, 33, 37, 33, 31, 35, 34, 32, 32, 34, 34, 34, 31, 37, 35, 35, 34, 36, 31, 33, 34, 33, 31, 34, 30, 30, 31, 36, 39, 33, 30]",33,78,2.192877589
34,37,39.05882353,1,"[40, 40, 43, 36, 39, 36, 37, 39, 39, 36, 40, 40, 39, 43, 43, 44, 39, 40, 39, 40, 36, 38, 36, 37, 39, 38, 44, 36, 40, 38, 36, 39, 40, 39]",34,79,2.334733473
28,32,33.1875,1,"[34, 30, 30, 33, 35, 30, 33, 33, 31, 30, 35, 33, 33, 32, 37, 31, 33, 33, 35, 36, 33, 36, 33, 35, 35, 34, 30, 36, 37, 30, 33, 33]",32,80,2.146828118
27,31,32.29411765,1,"[32, 34, 33, 35, 31, 32, 29, 29, 31, 31, 31, 29, 38, 34, 29, 31, 32, 33, 31, 36, 37, 32, 29, 29, 29, 33, 32, 33, 32, 36, 35, 32, 32, 36]",34,81,2.492770295
27,31,31.88235294,1,"[32, 32, 35, 29, 33, 32, 31, 32, 31, 29, 33, 34, 32, 33, 30, 32, 32, 31, 34, 32, 30, 31, 32, 33, 30, 33, 30, 36, 31, 33, 32, 31, 32, 31]",34,82,1.552411728
32,35,36.26470588,1,"[40, 36, 37, 38, 35, 39, 34, 35, 36, 35, 37, 39, 37, 37, 34, 36, 38, 36, 38, 35, 35, 35, 35, 37, 34, 39, 35, 37, 36, 36, 37, 37, 34, 34]",34,83,1.638713899
33,35,36.84375,1,"[35, 37, 40, 38, 38, 35, 36, 38, 41, 36, 37, 38, 38, 35, 36, 37, 38, 36, 39, 35, 37, 35, 38, 35, 35, 35, 35, 37, 35, 37, 39, 38]",32,84,1.648251762
35,37,38.5625,1,"[39, 38, 43, 40, 37, 37, 39, 40, 40, 38, 40, 37, 40, 39, 39, 37, 41, 37, 37, 39, 38, 37, 38, 37, 38, 38, 37, 37, 38, 39, 42, 38]",32,85,1.564474559
36,39,40.19444444,1,"[40, 39, 40, 43, 39, 38, 41, 42, 41, 41, 43, 39, 42, 40, 45, 38, 38, 42, 45, 42, 40, 38, 41, 38, 40, 39, 40, 38, 38, 38, 39, 40, 42, 40, 39, 39]",36,86,1.924569628
37,40,41,1,"[42, 43, 40, 42, 42, 42, 43, 41, 41, 41, 39, 41, 39, 44, 39, 39, 41, 39, 43, 40, 42, 40, 45, 39, 40, 42, 40, 42, 40, 40, 42, 40, 40, 42, 42, 39]",36,87,1.549193338
34,38,38.88888889,1,"[39, 39, 41, 36, 38, 38, 40, 39, 36, 39, 39, 41, 39, 39, 40, 39, 40, 40, 39, 36, 36, 39, 41, 39, 39, 39, 37, 39, 36, 41, 37, 42, 39, 40, 38, 41]",36,88,1.599603125
35,38,39.69444444,1,"[40, 41, 39, 37, 39, 39, 40, 43, 37, 40, 41, 37, 37, 41, 39, 40, 41, 40, 38, 42, 40, 38, 41, 38, 38, 37, 42, 41, 40, 41, 38, 39, 45, 40, 41, 39]",36,89,1.833333333
41,44,45.375,1,"[46, 46, 48, 43, 45, 50, 46, 47, 45, 47, 45, 43, 46, 46, 44, 47, 45, 44, 44, 43, 43, 43, 45, 49, 46, 43, 47, 45, 46, 44, 46, 45]",32,90,1.773460259
30,33,34.8,1,"[36, 35, 35, 36, 33, 38, 33, 34, 35, 33, 35, 37, 36, 35, 32, 32, 32, 32, 35, 40, 37, 32, 38, 38, 36, 34, 33, 36, 36, 32, 33, 35, 36, 35, 33]",35,91,2.069384677
32,36,36.67647059,1,"[34, 38, 39, 36, 36, 37, 38, 38, 37, 36, 36, 38, 35, 38, 36, 36, 38, 36, 39, 34, 39, 37, 37, 34, 37, 39, 37, 34, 37, 40, 35, 35, 37, 34]",34,92,1.664615494
28,31,33.15151515,1,"[35, 33, 35, 33, 36, 32, 30, 32, 33, 36, 34, 30, 32, 30, 30, 38, 32, 35, 36, 37, 31, 32, 32, 30, 31, 35, 37, 30, 32, 33, 41, 31, 30]",33,93,2.773999956
28,31,32.91176471,1,"[33, 32, 36, 32, 32, 32, 30, 32, 33, 34, 37, 35, 30, 39, 37, 32, 32, 37, 33, 33, 31, 30, 30, 31, 35, 33, 33, 30, 37, 32, 30, 34, 32, 30]",34,94,2.454033749
32,35,36.12121212,1,"[40, 34, 37, 34, 36, 37, 35, 38, 34, 35, 34, 37, 36, 34, 36, 37, 35, 34, 38, 38, 37, 39, 39, 37, 36, 37, 34, 35, 36, 38, 34, 35, 36]",33,95,1.709487784
25,29,31.05882353,1,"[27, 32, 30, 31, 30, 29, 30, 27, 27, 27, 29, 27, 32, 36, 27, 33, 32, 38, 32, 34, 34, 29, 29, 33, 27, 32, 32, 32, 30, 36, 35, 32, 30, 35]",34,96,3.004453023
27,30,31.21212121,1,"[32, 31, 33, 35, 32, 30, 29, 30, 33, 30, 32, 33, 31, 31, 30, 31, 31, 33, 32, 32, 29, 32, 30, 32, 30, 31, 30, 35, 31, 29, 30, 31, 29]",33,97,1.556389567
25,28,29.67647059,1,"[34, 27, 33, 27, 29, 30, 29, 27, 29, 28, 30, 34, 33, 28, 31, 28, 30, 31, 30, 28, 27, 28, 29, 30, 27, 31, 30, 31, 31, 33, 30, 29, 28, 29]",34,98,2.025901793
31,35,35.625,1,"[36, 34, 36, 36, 37, 34, 35, 35, 37, 33, 35, 36, 36, 33, 36, 36, 38, 34, 37, 37, 37, 35, 36, 35, 36, 38, 36, 33, 33, 38, 36, 36]",32,99,1.453582893
30,33,34.625,1,"[34, 32, 33, 38, 32, 32, 36, 39, 35, 35, 36, 36, 35, 38, 36, 33, 37, 33, 33, 32, 33, 35, 32, 33, 35, 34, 36, 34, 35, 34, 38, 34]",32,100,1.979736053
36,40,41.44444444,1,"[42, 42, 40, 46, 41, 41, 41, 40, 42, 41, 41, 42, 45, 40, 43, 46, 39, 40, 38, 44, 45, 38, 41, 38, 40, 43, 42, 43, 38, 38, 41, 45, 43, 43, 41, 39]",36,101,2.28591269
36,39,40.13888889,1,"[42, 41, 38, 40, 40, 39, 41, 41, 38, 41, 40, 43, 38, 41, 40, 41, 40, 41, 40, 39, 39, 41, 42, 39, 41, 41, 40, 41, 40, 43, 40, 38, 39, 39, 38, 40]",36,102,1.334225892
35,38,39.08333333,1,"[37, 38, 40, 37, 38, 41, 43, 39, 40, 38, 38, 39, 40, 38, 40, 38, 39, 41, 41, 37, 38, 37, 42, 38, 38, 38, 39, 38, 42, 41, 37, 42, 38, 40, 38, 39]",36,103,1.662614121
34,37,38.11111111,1,"[36, 38, 38, 36, 37, 37, 38, 42, 37, 39, 38, 36, 39, 38, 37, 39, 37, 39, 39, 40, 40, 39, 36, 37, 39, 36, 39, 40, 38, 40, 38, 38, 38, 40, 36, 38]",36,104,1.449685242
36,39,40.75,1,"[38, 40, 42, 42, 38, 41, 42, 46, 43, 42, 40, 39, 40, 42, 40, 43, 40, 39, 38, 38, 42, 42, 42, 40, 43, 39, 45, 40, 40, 41, 39, 38]",32,105,2.032002032
32,34,35.57142857,1,"[38, 37, 36, 35, 37, 36, 34, 34, 36, 34, 36, 35, 37, 36, 37, 34, 34, 34, 36, 36, 35, 34, 35, 36, 36, 34, 35, 36, 37, 34, 37, 34, 37, 37, 36]",35,106,1.219588028
35,37,38,0,"[37, 40, 39, 37, 37, 39, 38, 37, 40, 38, 37, 37, 38, 37, 39, 38, 39, 37, 39, 37, 39, 41, 41, 37, 38, 37, 37, 37, 38, 38, 37, 37, 38, 37]",34,107,1.206045378
32,34,35.6969697,1,"[36, 37, 35, 34, 37, 37, 35, 35, 37, 38, 34, 39, 35, 36, 38, 37, 34, 35, 36, 36, 34, 35, 34, 34, 34, 36, 34, 37, 34, 36, 40, 35, 34]",33,108,1.610218318
30,34,35.97058824,1,"[36, 36, 41, 35, 34, 36, 37, 34, 36, 34, 38, 39, 37, 37, 43, 39, 34, 40, 32, 36, 36, 34, 32, 36, 34, 34, 35, 33, 42, 36, 36, 36, 32, 33]",34,109,2.735682222
30,34,35.24242424,1,"[33, 32, 36, 36, 36, 36, 35, 34, 33, 36, 32, 33, 38, 35, 35, 41, 36, 32, 36, 36, 37, 38, 36, 34, 35, 36, 32, 34, 38, 40, 33, 34, 35]",33,110,2.208369068
27,30,32.14705882,1,"[29, 30, 30, 34, 29, 29, 31, 31, 31, 29, 32, 33, 29, 35, 31, 32, 36, 35, 32, 36, 35, 29, 30, 33, 31, 31, 33, 33, 35, 33, 35, 36, 33, 32]",34,111,2.29798796
